"","TrialNum","Onset","TrueOns","Cond","Sentence","Resp","RT","correct","subind","runnum","cond_type","rep","corr_first","group_num","group"
"6878",22,257.97,257.99,3,"Medals were won by a team.","sense",5.01136517525,1,"ldrc3_c_194","3","passive_s",FALSE,1,13,"A_control"
"6887",23,268.09,268.1,3,"The door was shut by wind.","sense",3.27607011795,1,"ldrc3_c_194","3","passive_s",FALSE,1,13,"A_control"
"6898",24,280.16,280.17,1,"A king wished for a horse.","nonsense",3.50239396095,0,"ldrc3_c_194","3","active_s",FALSE,0,13,"A_control"
"6907",25,296.87,296.89,4,"A clown was bought by the hen.","nonsense",3.42346811295,1,"ldrc3_c_194","3","passive_ns",FALSE,1,13,"A_control"
"69111",26,312.85,312.87,2,"The lamp wrote to the nurse.","nonsense",2.83779597282,1,"ldrc3_c_194","3","active_ns",FALSE,1,13,"A_control"
"6929",27,330.61,330.61,4,"The actor was kicked by cake.","nonsense",2.86742210388,1,"ldrc3_c_194","3","passive_ns",FALSE,1,13,"A_control"
"6938",28,343.48,343.49,1,"The clerk asked a question.","sense",3.41025614738,1,"ldrc3_c_194","3","active_s",FALSE,1,13,"A_control"
"6947",29,360.32,360.34,4,"A father was spotted by the egg.","nonsense",3.29297494888,1,"ldrc3_c_194","3","passive_ns",FALSE,1,13,"A_control"
"6957",30,370.6,370.61,2,"The house chewed on the phone.","nonsense",2.63718891144,1,"ldrc3_c_194","3","active_ns",FALSE,1,13,"A_control"
"6967",31,381.02,381.04,4,"The bird was told by the boat.","nonsense",2.6644051075,1,"ldrc3_c_194","3","passive_ns",FALSE,1,13,"A_control"
"6976",0,0,0.05,1,"A woman bought a pizza.","sense",2.03317809105,1,"ldrc3_c_198","1","active_s",FALSE,1,13,"A_control"
"6988",1,10.16,10.19,2,"The pillow jumped at a bear.","nonsense",2.07402706146,1,"ldrc3_c_198","1","active_ns",FALSE,1,13,"A_control"
"6996",2,25.97,26,3,"Tea was spilled by the aunt.","nonsense",6.07833719254,0,"ldrc3_c_198","1","passive_s",FALSE,0,13,"A_control"
"7006",3,40.97,40.99,3,"A gift was opened by a boy.","sense",2.41751599312,1,"ldrc3_c_198","1","passive_s",FALSE,1,13,"A_control"
"70111",4,53.69,53.71,2,"A game owned the doctor.","nonsense",4.03019404411,1,"ldrc3_c_198","1","active_ns",FALSE,1,13,"A_control"
"7029",5,64.57,64.58,3,"A pig was scared by a fox.","sense",3.84347009659,1,"ldrc3_c_198","1","passive_s",FALSE,1,13,"A_control"
"7037",6,75.24,75.27,4,"The dog was raised by a spoon.","nonsense",2.32020187378,1,"ldrc3_c_198","1","passive_ns",FALSE,1,13,"A_control"
"7046",7,86.91,86.94,1,"The farmer listened to the bell.","sense",2.59252786636,1,"ldrc3_c_198","1","active_s",FALSE,1,13,"A_control"
"7057",8,103.03,103.04,2,"A shirt chopped at the tray.","nonsense",4.26838302612,1,"ldrc3_c_198","1","active_ns",FALSE,1,13,"A_control"
"7067",9,118.89,118.91,4,"A song was picked by a cat.","nonsense",3.69779491425,1,"ldrc3_c_198","1","passive_ns",FALSE,1,13,"A_control"
"7076",10,128.92,128.93,1,"The baby rolled in the crib.","sense",6.69141101837,1,"ldrc3_c_198","1","active_s",FALSE,1,13,"A_control"
"7087",11,141.14,141.15,3,"The grass was moved by wind.","sense",2.79138994217,1,"ldrc3_c_198","1","passive_s",FALSE,1,13,"A_control"
"7097",12,151.22,151.23,3,"A wall was marked with paint.","sense",3.41589188576,1,"ldrc3_c_198","1","passive_s",FALSE,1,13,"A_control"
"71012",13,161.68,161.7,4,"A test was cooked by a bat.","nonsense",3.38598895073,1,"ldrc3_c_198","1","passive_ns",FALSE,1,13,"A_control"
"71110",14,172.84,172.87,2,"The broom grabbed the queen.","nonsense",2.32230591774,1,"ldrc3_c_198","1","active_ns",FALSE,1,13,"A_control"
"71211",15,183.02,183.04,3,"The shot was given by a nurse.","sense",2.88432979584,1,"ldrc3_c_198","1","passive_s",FALSE,1,13,"A_control"
"7139",16,195.2,195.21,4,"The mirror was read by a car.","nonsense",2.88363385201,1,"ldrc3_c_198","1","passive_ns",FALSE,1,13,"A_control"
"7146",17,212.76,212.78,2,"A plate stained a kitten.","nonsense",3.00290894508,1,"ldrc3_c_198","1","active_ns",FALSE,1,13,"A_control"
"7158",18,223.41,223.43,1,"The lion sniffed at the meat.","sense",2.54906105995,1,"ldrc3_c_198","1","active_s",FALSE,1,13,"A_control"
"7167",19,237.03,237.04,4,"Mud was dressed by air.","nonsense",3.12496209145,1,"ldrc3_c_198","1","passive_ns",FALSE,1,13,"A_control"
"7178",20,248.04,248.06,1,"The father played the movie.","sense",3.37174606323,1,"ldrc3_c_198","1","active_s",FALSE,1,13,"A_control"
"7187",21,258.46,258.48,3,"A hand was licked by a puppy.","sense",6.3845410347,1,"ldrc3_c_198","1","passive_s",FALSE,1,13,"A_control"
"7195",22,274.9,274.92,1,"The worker built the barn.","sense",2.37428307533,1,"ldrc3_c_198","1","active_s",FALSE,1,13,"A_control"
"7206",23,289.51,289.53,4,"The hill was addressed by soap.","nonsense",4.24379396439,1,"ldrc3_c_198","1","passive_ns",FALSE,1,13,"A_control"
"72110",24,303.52,303.54,2,"A ring prepared for a potato.","nonsense",5.14891910553,1,"ldrc3_c_198","1","active_ns",FALSE,1,13,"A_control"
"7227",25,319.75,319.77,1,"The chicken ate some seed.","sense",2.35280299187,1,"ldrc3_c_198","1","active_s",FALSE,1,13,"A_control"
"7235",26,329.89,329.91,1,"The sheep escaped from the wolf.","sense",2.76103305817,1,"ldrc3_c_198","1","active_s",FALSE,1,13,"A_control"
"7247",27,343.4,343.43,4,"Dirt was borrowed by the chalk.","nonsense",4.47635388374,1,"ldrc3_c_198","1","passive_ns",FALSE,1,13,"A_control"
"7257",28,353.98,354,2,"The table climbed on a brother.","nonsense",3.93262600899,1,"ldrc3_c_198","1","active_ns",FALSE,1,13,"A_control"
"7266",29,370.82,370.85,3,"A worm was dropped by the bird.","sense",4.33942008018,1,"ldrc3_c_198","1","passive_s",FALSE,1,13,"A_control"
"7275",30,382.44,382.47,4,"The phone was boiled by a rat.","nonsense",2.64747786522,1,"ldrc3_c_198","1","passive_ns",FALSE,1,13,"A_control"
"7285",31,392.48,392.5,2,"The actress chased the sugar.","nonsense",4.86300706863,1,"ldrc3_c_198","1","active_ns",FALSE,1,13,"A_control"
"7295",0,0,0.03,4,"A worm was jumped by a dress.","nonsense",1.90097594261,1,"ldrc3_c_198","2","passive_ns",FALSE,1,13,"A_control"
"7304",1,10.89,10.9,2,"A pizza dropped the cousin.","nonsense",3.1062848568,1,"ldrc3_c_198","2","active_ns",FALSE,1,13,"A_control"
"73110",2,21.08,21.09,3,"A leaf was climbed by the bug.","sense",2.67132806778,1,"ldrc3_c_198","2","passive_s",FALSE,1,13,"A_control"
"7325",3,36.88,36.89,2,"The zebra milked the show.","nonsense",2.09669113159,1,"ldrc3_c_198","2","active_ns",FALSE,1,13,"A_control"
"7335",4,50.82,50.85,1,"The farmer owned a broom.","sense",3.13587093353,1,"ldrc3_c_198","2","active_s",FALSE,1,13,"A_control"
"7344",5,61.13,61.15,4,"A queen was lost by a pen.","nonsense",1.72665500641,1,"ldrc3_c_198","2","passive_ns",FALSE,1,13,"A_control"
"7356",6,75.94,75.95,3,"Bread was picked by a boy.","sense",5.88273715973,1,"ldrc3_c_198","2","passive_s",FALSE,1,13,"A_control"
"7364",7,87.72,87.74,3,"A snake was caught by a girl.","sense",2.97261404991,1,"ldrc3_c_198","2","passive_s",FALSE,1,13,"A_control"
"7376",8,99.72,99.75,4,"A box was walked by a duck.","nonsense",2.65693712234,1,"ldrc3_c_198","2","passive_ns",FALSE,1,13,"A_control"
"7383",9,111.38,111.4,4,"Meat was watched by an ear.","nonsense",4.1509308815,1,"ldrc3_c_198","2","passive_ns",FALSE,1,13,"A_control"
"7395",10,122.22,122.24,1,"A brother opened the present.","sense",3.9797809124,1,"ldrc3_c_198","2","active_s",FALSE,1,13,"A_control"
"7405",11,134.13,134.14,2,"The soap tasted the monkey.","nonsense",1.96581411362,1,"ldrc3_c_198","2","active_ns",FALSE,1,13,"A_control"
"74111",12,146.54,146.56,2,"The seed raised a turtle.","nonsense",3.27817106247,1,"ldrc3_c_198","2","active_ns",FALSE,1,13,"A_control"
"7428",13,158.49,158.5,3,"A barn was built by the uncle.","sense",5.44589686394,1,"ldrc3_c_198","2","passive_s",FALSE,1,13,"A_control"
"7435",14,169.83,169.84,1,"The cowboy cooked some pasta.","sense",3.13774514198,1,"ldrc3_c_198","2","active_s",FALSE,1,13,"A_control"
"7445",15,179.98,180,1,"A sister hugged the dancer.","sense",3.65693211555,1,"ldrc3_c_198","2","active_s",FALSE,1,13,"A_control"
"7454",16,190.27,190.3,2,"The tiger played a letter.","nonsense",2.88960599899,1,"ldrc3_c_198","2","active_ns",FALSE,1,13,"A_control"
"7467",17,200.64,200.66,3,"Water was splashed by a bear.","sense",3.4499669075,1,"ldrc3_c_198","2","passive_s",FALSE,1,13,"A_control"
"7476",18,215.75,215.78,1,"The friend borrowed a book.","sense",3.57414197922,1,"ldrc3_c_198","2","active_s",FALSE,1,13,"A_control"
"7487",19,225.84,225.87,3,"The honey was made by a bee.","sense",3.80321002007,1,"ldrc3_c_198","2","passive_s",FALSE,1,13,"A_control"
"7496",20,235.87,235.89,1,"The mother shopped at the store.","sense",2.37282896042,1,"ldrc3_c_198","2","active_s",FALSE,1,13,"A_control"
"7505",21,247.77,247.79,2,"A rope listened to the salt.","nonsense",2.53291106224,1,"ldrc3_c_198","2","active_ns",FALSE,1,13,"A_control"
"75110",22,257.97,257.98,3,"Medals were won by a team.","sense",2.7831568718,1,"ldrc3_c_198","2","passive_s",FALSE,1,13,"A_control"
"7528",23,268.09,268.11,3,"The door was shut by wind.","sense",2.17287707329,1,"ldrc3_c_198","2","passive_s",FALSE,1,13,"A_control"
"7534",24,280.16,280.18,1,"A king wished for a horse.","sense",2.71890687943,1,"ldrc3_c_198","2","active_s",FALSE,1,13,"A_control"
"7545",25,296.87,296.89,4,"A clown was bought by the hen.","nonsense",4.25810003281,1,"ldrc3_c_198","2","passive_ns",FALSE,1,13,"A_control"
"7555",26,312.85,312.88,2,"The lamp wrote to the nurse.","nonsense",2.65408802032,1,"ldrc3_c_198","2","active_ns",FALSE,1,13,"A_control"
"7567",27,330.61,330.63,4,"The actor was kicked by cake.","nonsense",1.97241306305,1,"ldrc3_c_198","2","passive_ns",FALSE,1,13,"A_control"
"7577",28,343.48,343.5,1,"The clerk asked a question.","sense",5.81487393379,1,"ldrc3_c_198","2","active_s",FALSE,1,13,"A_control"
"7585",29,360.32,360.35,4,"A father was spotted by the egg.","nonsense",6.53806900978,1,"ldrc3_c_198","2","passive_ns",FALSE,1,13,"A_control"
"7595",30,370.6,370.62,2,"The house chewed on the phone.","nonsense",3.35190796852,1,"ldrc3_c_198","2","active_ns",FALSE,1,13,"A_control"
"7607",31,381.02,381.04,4,"The bird was told by the boat.","nonsense",3.06046700478,1,"ldrc3_c_198","2","passive_ns",FALSE,1,13,"A_control"
"76111",0,0,0.03,2,"The money counted the singer.","nonsense",2.46038985252,1,"ldrc3_c_198","3","active_ns",FALSE,1,13,"A_control"
"7627",1,10.72,10.75,3,"Clay was rolled by the artist.","sense",2.66190481186,1,"ldrc3_c_198","3","passive_s",FALSE,1,13,"A_control"
"7636",2,21.39,21.41,4,"The mat was raced by a fox.","nonsense",2.44799399376,1,"ldrc3_c_198","3","passive_ns",FALSE,1,13,"A_control"
"7646",3,38.56,38.57,1,"The aunt walked on the boat.","sense",2.8106379509,1,"ldrc3_c_198","3","active_s",FALSE,1,13,"A_control"
"7655",4,54.45,54.47,4,"A ball was prepared by glass.","nonsense",2.80606913567,1,"ldrc3_c_198","3","passive_ns",FALSE,1,13,"A_control"
"7667",5,64.83,64.85,1,"A driver honked at the walker.","sense",2.15518712997,1,"ldrc3_c_198","3","active_s",FALSE,1,13,"A_control"
"7677",6,80.32,80.35,4,"Iron was chased by the bee.","nonsense",2.04999995232,1,"ldrc3_c_198","3","passive_ns",FALSE,1,13,"A_control"
"7686",7,90.96,90.99,2,"The rabbit bought the worker.","nonsense",3.54455304146,1,"ldrc3_c_198","3","active_ns",FALSE,1,13,"A_control"
"7697",8,106.1,106.12,2,"A candle sold the question.","nonsense",2.35681700706,1,"ldrc3_c_198","3","active_ns",FALSE,1,13,"A_control"
"7706",9,116.71,116.73,1,"A mom addressed the letter.","sense",3.9486989975,1,"ldrc3_c_198","3","active_s",FALSE,1,13,"A_control"
"77112",10,131.58,131.61,1,"A family baked some bread.","sense",1.78066802025,1,"ldrc3_c_198","3","active_s",FALSE,1,13,"A_control"
"7728",11,143.41,143.43,4,"The woman was pulled by a nut.","nonsense",2.15789008141,1,"ldrc3_c_198","3","passive_ns",FALSE,1,13,"A_control"
"7736",12,154.13,154.16,4,"Sugar was moved by the sock.","nonsense",2.14231085777,1,"ldrc3_c_198","3","passive_ns",FALSE,1,13,"A_control"
"7747",13,164.48,164.5,3,"The ring was owned by a dancer.","sense",3.29159283638,1,"ldrc3_c_198","3","passive_s",FALSE,1,13,"A_control"
"7758",14,182.42,182.44,1,"The child peeled the banana.","sense",1.69513106346,1,"ldrc3_c_198","3","active_s",FALSE,1,13,"A_control"
"7768",15,193.7,193.73,2,"The fork called to a sister.","nonsense",1.74130797386,1,"ldrc3_c_198","3","active_ns",FALSE,1,13,"A_control"
"7777",16,206.11,206.14,4,"A card was scared by a baby.","nonsense",3.07118487358,1,"ldrc3_c_198","3","passive_ns",FALSE,1,13,"A_control"
"7786",17,223.68,223.7,3,"A fence was jumped by a horse.","sense",4.67638707161,1,"ldrc3_c_198","3","passive_s",FALSE,1,13,"A_control"
"7798",18,234.74,234.76,3,"Pie was made by a cousin.","sense",2.28589582443,1,"ldrc3_c_198","3","passive_s",FALSE,1,13,"A_control"
"7807",19,250.08,250.09,2,"The store cooked on the grass.","nonsense",4.8210849762,1,"ldrc3_c_198","3","active_ns",FALSE,1,13,"A_control"
"78111",20,260.45,260.46,3,"The spoon was used by a cook.","sense",3.2891330719,1,"ldrc3_c_198","3","passive_s",FALSE,1,13,"A_control"
"7829",21,270.85,270.87,1,"A tree was planted in dirt.","sense",2.34705305099,1,"ldrc3_c_198","3","active_s",FALSE,1,13,"A_control"
"7838",22,280.9,280.93,3,"A joke was told by the queen.","sense",3.24825787544,1,"ldrc3_c_198","3","passive_s",FALSE,1,13,"A_control"
"7848",23,293.63,293.66,2,"The soup hired a cowboy.","nonsense",1.97006893158,1,"ldrc3_c_198","3","active_ns",FALSE,1,13,"A_control"
"7857",24,304.11,304.14,4,"The mouse was graded by a flag.","nonsense",3.68929386139,1,"ldrc3_c_198","3","passive_ns",FALSE,1,13,"A_control"
"7867",25,314.89,314.91,1,"The bear tasted the apple.","sense",2.73782110214,1,"ldrc3_c_198","3","active_s",FALSE,1,13,"A_control"
"7877",26,325.02,325.05,3,"Meat was eaten by a lion.","sense",4.65990614891,1,"ldrc3_c_198","3","passive_s",FALSE,1,13,"A_control"
"7886",27,339.56,339.58,2,"The puppy scored a dress.","nonsense",2.49943995476,1,"ldrc3_c_198","3","active_ns",FALSE,1,13,"A_control"
"7896",28,350.98,351,1,"A nurse helped a student.","sense",6.2822740078,1,"ldrc3_c_198","3","active_s",FALSE,1,13,"A_control"
"7907",29,368.12,368.14,4,"A wolf was found by a fan.","nonsense",2.00341391563,1,"ldrc3_c_198","3","passive_ns",FALSE,1,13,"A_control"
"79112",30,380.08,380.09,3,"The book was read by a friend.","sense",3.04898095131,1,"ldrc3_c_198","3","passive_s",FALSE,1,13,"A_control"
"7928",31,395.78,395.79,2,"A notebook knocked at a door.","nonsense",1.43613910675,1,"ldrc3_c_198","3","active_ns",FALSE,1,13,"A_control"
"7937",0,0,0.03,2,"The house chewed on the phone.","nonsense",3.6598098278,1,"ldrc3_c_199","1","active_ns",FALSE,1,13,"A_control"
"7946",1,10.72,10.73,3,"The door was shut by wind.","sense",3.98606300354,1,"ldrc3_c_199","1","passive_s",FALSE,1,13,"A_control"
"7957",2,21.39,21.4,4,"A father was spotted by the egg.","nonsense",4.50401997566,1,"ldrc3_c_199","1","passive_ns",FALSE,1,13,"A_control"
"7967",3,38.56,38.56,1,"The clerk asked a question.","nonsense",6.92754602432,0,"ldrc3_c_199","1","active_s",FALSE,0,13,"A_control"
"7977",4,54.45,54.46,4,"The actor was kicked by cake.","nonsense",4.38968014717,1,"ldrc3_c_199","1","passive_ns",FALSE,1,13,"A_control"
"7987",5,64.83,64.84,1,"A king wished for a horse.","sense",4.47880005836,1,"ldrc3_c_199","1","active_s",FALSE,1,13,"A_control"
"7997",6,80.32,80.33,4,"The bird was told by the boat.","nonsense",3.17605996132,1,"ldrc3_c_199","1","passive_ns",FALSE,1,13,"A_control"
"8006",7,90.96,90.97,2,"A rope listened to the salt.","nonsense",3.58474707603,1,"ldrc3_c_199","1","active_ns",FALSE,1,13,"A_control"
"80110",8,106.1,106.12,2,"The tiger played a letter.","nonsense",5.60300898552,1,"ldrc3_c_199","1","active_ns",FALSE,1,13,"A_control"
"8027",9,116.71,116.72,1,"The mother shopped at the store.","sense",4.20222306252,1,"ldrc3_c_199","1","active_s",FALSE,1,13,"A_control"
"8036",10,131.58,131.59,1,"A sister hugged the dancer.","sense",3.52699708939,1,"ldrc3_c_199","1","active_s",FALSE,1,13,"A_control"
"8046",11,143.41,143.43,4,"Meat was watched by an ear.",NA,NA,4,"ldrc3_c_199","1","passive_ns",FALSE,0,13,"A_control"
"8056",12,154.13,154.14,4,"A worm was jumped by a dress.","nonsense",3.34697794914,1,"ldrc3_c_199","1","passive_ns",FALSE,1,13,"A_control"
"8066",13,164.48,164.5,3,"Medals were won by a team.","sense",4.64207696915,1,"ldrc3_c_199","1","passive_s",FALSE,1,13,"A_control"
"8074",14,182.42,182.43,1,"The friend borrowed a book.","sense",3.43380284309,1,"ldrc3_c_199","1","active_s",FALSE,1,13,"A_control"
"8086",15,193.7,193.72,2,"The lamp wrote to the nurse.","nonsense",3.91507911682,1,"ldrc3_c_199","1","active_ns",FALSE,1,13,"A_control"
"8097",16,206.11,206.13,4,"A clown was bought by the hen.","nonsense",6.45464086533,1,"ldrc3_c_199","1","passive_ns",FALSE,1,13,"A_control"
"81011",17,223.68,223.69,3,"The honey was made by a bee.","sense",5.63027405739,1,"ldrc3_c_199","1","passive_s",FALSE,1,13,"A_control"
"81112",18,234.74,234.75,3,"Water was splashed by a bear.","sense",4.4801030159,1,"ldrc3_c_199","1","passive_s",FALSE,1,13,"A_control"
"81210",19,250.08,250.1,2,"The seed raised a turtle.","nonsense",3.5460100174,1,"ldrc3_c_199","1","active_ns",FALSE,1,13,"A_control"
"8139",20,260.45,260.46,3,"A barn was built by the uncle.","sense",4.0365819931,1,"ldrc3_c_199","1","passive_s",FALSE,1,13,"A_control"
"8146",21,270.85,270.86,1,"The cowboy cooked some pasta.","sense",3.26479101181,1,"ldrc3_c_199","1","active_s",FALSE,1,13,"A_control"
"8156",22,280.9,280.91,3,"A snake was caught by a girl.","sense",5.01964378357,1,"ldrc3_c_199","1","passive_s",FALSE,1,13,"A_control"
"8168",23,293.63,293.65,2,"The soap tasted the monkey.","nonsense",3.77842378616,1,"ldrc3_c_199","1","active_ns",FALSE,1,13,"A_control"
"8177",24,304.11,304.14,4,"A box was walked by a duck.","nonsense",4.21715402603,1,"ldrc3_c_199","1","passive_ns",FALSE,1,13,"A_control"
"8187",25,314.89,314.9,1,"A brother opened the present.","sense",2.83045506477,1,"ldrc3_c_199","1","active_s",FALSE,1,13,"A_control"
"8197",26,325.02,325.03,3,"Bread was picked by a boy.","sense",2.81197786331,1,"ldrc3_c_199","1","passive_s",FALSE,1,13,"A_control"
"8207",27,339.56,339.57,2,"The zebra milked the show.","nonsense",4.63670897484,1,"ldrc3_c_199","1","active_ns",FALSE,1,13,"A_control"
"82112",28,350.98,350.99,1,"The farmer owned a broom.","sense",4.15199685097,1,"ldrc3_c_199","1","active_s",FALSE,1,13,"A_control"
"82210",29,368.12,368.13,4,"A queen was lost by a pen.","nonsense",5.34553813934,1,"ldrc3_c_199","1","passive_ns",FALSE,1,13,"A_control"
"8237",30,380.08,380.09,3,"A leaf was climbed by the bug.","nonsense",5.59265685081,0,"ldrc3_c_199","1","passive_s",FALSE,0,13,"A_control"
"8247",31,395.78,395.8,2,"A pizza dropped the cousin.","nonsense",6.26391792297,1,"ldrc3_c_199","1","active_ns",FALSE,1,13,"A_control"
"8257",0,0,0.03,1,"The child peeled the banana.","sense",2.45855093002,1,"ldrc3_c_199","2","active_s",FALSE,1,13,"A_control"
"8266",1,10.16,10.17,2,"The store cooked on the grass.","nonsense",4.43988609314,1,"ldrc3_c_199","2","active_ns",FALSE,1,13,"A_control"
"8275",2,25.97,25.99,3,"Pie was made by a cousin.","sense",3.66985583305,1,"ldrc3_c_199","2","passive_s",FALSE,1,13,"A_control"
"8287",3,40.97,40.98,3,"A fence was jumped by a horse.","sense",8.59395503998,1,"ldrc3_c_199","2","passive_s",FALSE,1,13,"A_control"
"8297",4,53.69,53.71,2,"The rabbit bought the worker.","nonsense",2.88883590698,1,"ldrc3_c_199","2","active_ns",FALSE,1,13,"A_control"
"8305",5,64.57,64.58,3,"A joke was told by the queen.","sense",3.21814489365,1,"ldrc3_c_199","2","passive_s",FALSE,1,13,"A_control"
"83112",6,75.24,75.25,4,"The woman was pulled by a nut.","nonsense",3.99686908722,1,"ldrc3_c_199","2","passive_ns",FALSE,1,13,"A_control"
"8328",7,86.91,86.92,1,"A mom addressed the letter.","nonsense",5.09947896004,0,"ldrc3_c_199","2","active_s",FALSE,0,13,"A_control"
"8336",8,103.03,103.05,2,"The soup hired a cowboy.","nonsense",3.61904287338,1,"ldrc3_c_199","2","active_ns",FALSE,1,13,"A_control"
"8346",9,118.89,118.9,4,"Iron was chased by the bee.","nonsense",4.20486211777,1,"ldrc3_c_199","2","passive_ns",FALSE,1,13,"A_control"
"8357",10,128.92,128.93,1,"The bear tasted the apple.","nonsense",3.35281205177,0,"ldrc3_c_199","2","active_s",FALSE,0,13,"A_control"
"8366",11,141.14,141.14,3,"The ring was owned by a dancer.","sense",3.12977600098,1,"ldrc3_c_199","2","passive_s",FALSE,1,13,"A_control"
"8377",12,151.22,151.24,3,"The book was read by a friend.","sense",4.7171561718,1,"ldrc3_c_199","2","passive_s",FALSE,1,13,"A_control"
"8386",13,161.68,161.69,4,"Sugar was moved by the sock.","nonsense",4.04644203186,1,"ldrc3_c_199","2","passive_ns",FALSE,1,13,"A_control"
"8397",14,172.84,172.85,2,"A notebook knocked at a door.","nonsense",3.6820898056,1,"ldrc3_c_199","2","active_ns",FALSE,1,13,"A_control"
"8407",15,183.02,183.03,3,"Clay was rolled by the artist.","sense",4.87702512741,1,"ldrc3_c_199","2","passive_s",FALSE,1,13,"A_control"
"84110",16,195.2,195.21,4,"A ball was prepared by glass.","nonsense",5.50479197502,1,"ldrc3_c_199","2","passive_ns",FALSE,1,13,"A_control"
"8429",17,212.76,212.77,2,"The money counted the singer.","nonsense",5.13875699043,1,"ldrc3_c_199","2","active_ns",FALSE,1,13,"A_control"
"8438",18,223.41,223.43,1,"A nurse helped a student.","sense",4.1069021225,1,"ldrc3_c_199","2","active_s",FALSE,1,13,"A_control"
"8447",19,237.03,237.04,4,"A wolf was found by a fan.","nonsense",5.02906918526,1,"ldrc3_c_199","2","passive_ns",FALSE,1,13,"A_control"
"8458",20,248.04,248.05,1,"The aunt walked on the boat.","sense",5.91403198242,1,"ldrc3_c_199","2","active_s",FALSE,1,13,"A_control"
"8468",21,258.46,258.47,3,"Meat was eaten by a lion.","sense",4.74800896645,1,"ldrc3_c_199","2","passive_s",FALSE,1,13,"A_control"
"8478",22,274.9,274.92,1,"A driver honked at the walker.","sense",8.61201500893,1,"ldrc3_c_199","2","active_s",FALSE,1,13,"A_control"
"8487",23,289.51,289.52,4,"The mouse was graded by a flag.","nonsense",4.49669408798,1,"ldrc3_c_199","2","passive_ns",FALSE,1,13,"A_control"
"8497",24,303.52,303.53,2,"The puppy scored a dress.","nonsense",3.69528913498,1,"ldrc3_c_199","2","active_ns",FALSE,1,13,"A_control"
"8508",25,319.75,319.76,1,"A tree was planted in dirt.","sense",4.63599419594,1,"ldrc3_c_199","2","active_s",FALSE,1,13,"A_control"
"85111",26,329.89,329.9,1,"A family baked some bread.","sense",5.25450611115,1,"ldrc3_c_199","2","active_s",FALSE,1,13,"A_control"
"8529",27,343.4,343.4,4,"The mat was raced by a fox.","nonsense",6.45007395744,1,"ldrc3_c_199","2","passive_ns",FALSE,1,13,"A_control"
"8538",28,353.98,354,2,"A candle sold the question.","nonsense",2.92500591278,1,"ldrc3_c_199","2","active_ns",FALSE,1,13,"A_control"
"8548",29,370.82,370.83,3,"The spoon was used by a cook.","sense",4.28109097481,1,"ldrc3_c_199","2","passive_s",FALSE,1,13,"A_control"
"8557",30,382.44,382.45,4,"A card was scared by a baby.","nonsense",5.0901529789,1,"ldrc3_c_199","2","passive_ns",FALSE,1,13,"A_control"
"8567",31,392.48,392.49,2,"The fork called to a sister.","nonsense",4.57844400406,1,"ldrc3_c_199","2","active_ns",FALSE,1,13,"A_control"
"8578",0,0,0.03,1,"A woman bought a pizza.","sense",2.81414890289,1,"ldrc3_c_199","3","active_s",FALSE,1,13,"A_control"
"8587",1,10.16,10.18,2,"The pillow jumped at a bear.","nonsense",3.45233893394,1,"ldrc3_c_199","3","active_ns",FALSE,1,13,"A_control"
"8597",2,25.97,25.99,3,"Tea was spilled by the aunt.","nonsense",4.41506695747,0,"ldrc3_c_199","3","passive_s",FALSE,0,13,"A_control"
"8607",3,40.97,40.98,3,"A gift was opened by a boy.","sense",3.18906211853,1,"ldrc3_c_199","3","passive_s",FALSE,1,13,"A_control"
"86112",4,53.69,53.7,2,"A game owned the doctor.","nonsense",4.679915905,1,"ldrc3_c_199","3","active_ns",FALSE,1,13,"A_control"
"86211",5,64.57,64.59,3,"A pig was scared by a fox.","sense",5.13661289215,1,"ldrc3_c_199","3","passive_s",FALSE,1,13,"A_control"
"8636",6,75.24,75.24,4,"The dog was raised by a spoon.","nonsense",3.91566681862,1,"ldrc3_c_199","3","passive_ns",FALSE,1,13,"A_control"
"8648",7,86.91,86.92,1,"The farmer listened to the bell.","sense",4.75038385391,1,"ldrc3_c_199","3","active_s",FALSE,1,13,"A_control"
"8655",8,103.03,103.04,2,"A shirt chopped at the tray.","nonsense",5.43353295326,1,"ldrc3_c_199","3","active_ns",FALSE,1,13,"A_control"
"8667",9,118.89,118.9,4,"A song was picked by a cat.","nonsense",3.18810009956,1,"ldrc3_c_199","3","passive_ns",FALSE,1,13,"A_control"
"8677",10,128.92,128.94,1,"The baby rolled in the crib.","sense",3.18915987015,1,"ldrc3_c_199","3","active_s",FALSE,1,13,"A_control"
"8688",11,141.14,141.15,3,"The grass was moved by wind.","sense",4.9970600605,1,"ldrc3_c_199","3","passive_s",FALSE,1,13,"A_control"
"8697",12,151.22,151.24,3,"A wall was marked with paint.","sense",6.3302628994,1,"ldrc3_c_199","3","passive_s",FALSE,1,13,"A_control"
"8708",13,161.68,161.7,4,"A test was cooked by a bat.","nonsense",3.64290809631,1,"ldrc3_c_199","3","passive_ns",FALSE,1,13,"A_control"
"87112",14,172.84,172.85,2,"The broom grabbed the queen.","nonsense",3.89540100098,1,"ldrc3_c_199","3","active_ns",FALSE,1,13,"A_control"
"87210",15,183.02,183.03,3,"The shot was given by a nurse.","sense",4.73291897774,1,"ldrc3_c_199","3","passive_s",FALSE,1,13,"A_control"
"8738",16,195.2,195.21,4,"The mirror was read by a car.","nonsense",4.52381205559,1,"ldrc3_c_199","3","passive_ns",FALSE,1,13,"A_control"
